id,WT_Veh1,WT_Veh2,WT_Veh3,WT_E2-1,WT_E2-2,WT_E2-3,baseMean
SMYD2,14.724,17.1656,15.2998,18.0337,14.9473,16.8288,16.16653333
SLC35F3,0.179522,0.190232,0.129347,0.136126,0.152385,0.20069,0.164717
ZSCAN5A,2.862,2.89382,2.10432,2.38917,2.46414,2.05726,2.461785
ABCG1,6.10999,6.39526,6.72787,5.36266,5.07831,5.54752,5.870268333
USP17L18,0.00413672,0.0210502,0,0,0.00468183,0,0.004978125
VTI1B,125.413,125.762,119.246,118.248,114.671,119.787,120.5211667
LMAN2L,9.71713,9.1394,10.427,9.17956,8.6436,8.61099,9.28628
PILRA,3.35158,2.82806,3.80209,2.6036,2.51447,3.08029,3.030015
C1GALT1,7.52029,7.30124,8.16025,7.21793,8.0728,9.34617,7.936446667
ARHGEF16,28.0091,25.6403,29.1889,23.0485,19.9943,21.4121,24.54886667
CRP,0,0,0,0.0399756,0,0,0.0066626
PPM1E,2.23487,2.34302,1.90141,2.15113,2.13736,2.03844,2.134371667
MLN,0,0,0,0,0,0,0
ZCCHC12,0.0566554,0.0120124,0.089064,0.0687365,0.0384727,0.0422236,0.0511941
MIP,0.0767028,0.0609862,0.138164,0.0872426,0.0868103,0.0833646,0.088878417
RDM1,1.91803,2.30509,1.86024,2.2196,1.32898,1.93444,1.92773
HS3ST5,1.09654,1.15185,1.20227,1.19775,1.37468,1.50035,1.253906667
NUPL2,12.2041,12.6385,13.6097,13.5225,12.8469,13.4287,13.04173333
MCIDAS,1.48494,1.3357,1.57196,1.56198,1.29017,1.3228,1.427925
IRF8,0,0.0258381,0.185957,0.0342771,0.143307,0.244284,0.105610533
WASF3,2.73517,2.26279,2.39812,2.48173,2.54611,2.87557,2.549915
R3HCC1L,7.858,8.47992,8.19745,7.70096,8.15464,8.43657,8.137923333
PTPRA,15.6004,16.7555,17.652,16.5302,16.8814,16.4261,16.64093333
ZNF256,1.13966,1.09778,1.68334,1.45129,1.34735,1.43258,1.358666667
PNLIPRP2,0,0,0,0,0,0,0
F8A1,14.2736,13.3689,14.9467,14.3367,14.5069,13.9383,14.22851667
SAFB,23.9592,23.4547,23.7251,25.2895,26.6571,24.8187,24.65071667
AL589739.1,0,0.0953366,0,0,0,0,0.015889433
ATP2B3,0.00368927,0,0.0155775,0.0115107,0.00672827,0,0.006250957
FBXL3,12.3717,12.3558,12.1418,10.9732,10.239,11.2996,11.56351667
RPE65,0,0.0101178,0,0,0,0,0.0016863
MIEF2,6.9513,7.72351,7.6762,7.53918,7.09738,7.91442,7.483665
ACPP,1.51729,1.05431,1.10778,0.451545,0.483446,0.942763,0.926189
GSTT2,0.0517109,0.109641,0.0846781,0.117634,0.170686,0.192695,0.121174167
ADRB3,0,0,0,0,0,0,0
CCBL2,10.0732,8.4324,8.7673,9.0311,9.17117,9.79524,9.211735
STPG1,4.10934,5.05361,5.02904,3.86414,3.81664,3.67436,4.257855
SNAPC5,25.1111,27.6559,26.9177,28.7857,29.8991,28.0379,27.73456667
CCDC68,3.42789,4.35995,3.33421,3.12398,2.81809,2.78725,3.308561667
NME3,38.0113,33.5651,37.5575,35.0714,38.321,33.5185,36.00746667
OXSM,10.2464,12.2057,10.3422,11.3157,11.0784,12.7721,11.32675
FAM189B,11.5688,10.9876,12.7051,11.3315,11.4154,10.8316,11.47333333
GHITM,85.1761,87.4119,87.1768,87.1598,83.5842,89.138,86.6078
PREPL,22.4392,21.4057,18.8394,18.7191,21.885,20.5766,20.64416667
IARS,50.4859,48.9847,49.7516,56.5888,56.162,52.884,52.47616667
PPAPDC2,7.60861,7.72156,7.72944,6.92582,7.28135,7.98089,7.541278333
CDC73,11.2504,11.6818,11.2241,11.489,12.395,13.7051,11.95756667
CMTM6,28.1346,28.4696,27.801,28.7177,26.283,33.2166,28.77041667
IQCF3,0,0,0,0,0,0,0
NECAP2,22.8782,22.3666,22.576,19.3855,17.907,20.5121,20.93756667
MAN1A2,39.5852,39.2286,35.0855,34.3727,31.7555,36.4702,36.08295
AL033381.1,0,0,0,0,0,0,0
DPH1,19.6558,15.5593,15.6227,18.8104,18.3463,17.1937,17.53136667
PSMD12,61.7683,62.7641,61.1997,71.4814,64.5058,71.5312,65.54175
EED,15.753,16.3136,17.3963,16.6313,16.2008,17.9536,16.7081
NBPF14,17.035,17.5544,18.1922,19.4877,19.4164,18.0639,18.2916
NDUFA10,51.8755,56.662,57.3688,64.6551,63.7509,52.7729,57.84753333
CTH,2.57214,2.3102,2.364,1.83556,2.36294,3.19102,2.43931
ZGLP1,1.73445,1.20334,1.42985,1.5037,1.31339,1.27488,1.409935
NFYA,18.9318,20.2652,18.7434,19.9336,19.0878,18.5495,19.25188333
SMG6,7.08278,6.32262,7.0083,7.39328,6.63381,5.6654,6.684365
P2RX5,0.757841,0.800282,0.544276,1.64648,1.08998,1.13083,0.994948167
TCF7L2,6.02884,7.30881,6.95772,4.34846,5.49392,3.64293,5.630113333
PRB1,0,0,0,0,0,0,0
MRPL42,35.2314,35.9704,34.9723,39.5515,36.7091,41.6328,37.34458333
DNAJC18,2.83558,3.11218,1.71804,1.82561,3.63139,1.49778,2.436763333
POLH,7.70201,8.38973,8.57578,7.11337,10.4125,10.0515,8.707481667
ENPP5,7.49989,7.52053,7.17426,6.90382,6.60355,7.40647,7.184753333
CCT3,315.997,312.844,308.145,324.044,340.155,317.613,319.7996667
HGS,56.0678,49.7635,57.9761,54.9777,57.6319,50.5105,54.48791667
FAM173A,20.6893,19.3966,20.7484,18.4897,23.2317,19.0823,20.273
LY6D,0.653044,0.97738,0.855504,0.660248,0.304335,0.19086,0.606895167
NEIL2,6.84253,7.60154,7.01985,9.63475,10.4454,9.50516,8.508205
AC011897.1,7.11682,6.22192,6.86183,4.85314,4.76278,5.46727,5.880626667
SPANXN2,0,0,0,0,0,0,0
FAM154A,0.0301758,0.0479855,0.0197651,0,0,0.0150564,0.018830467
TFF1,377.021,383.189,390.724,648.589,601.934,584.355,497.6353333
CEACAM21,0.028631,0.0303514,0.0375067,0.0289463,0.0474943,0.0711257,0.0406759
KRTAP21-2,0,0,0,0,0,0,0
TMEM179,0.320292,0.464482,0.691075,0.213178,0.38373,0.382664,0.409236833
AASS,1.03075,0.834683,0.92338,0.670009,0.695503,0.645674,0.799999833
PITRM1,68.3742,67.1221,62.5406,69.2068,65.0856,68.3368,66.77768333
RP11-108K14.8,0.0535604,2.30E-23,1.25E-25,0.133704,0.132769,4.62E-31,0.0533389
RPL9,849.316,905.948,839.319,1027.24,1022.63,1031.43,945.9805
CLEC18C,0.207202,0.141749,0.130462,0.167814,0.157799,0.0962074,0.150205567
TFPI,50.5167,53.8808,53.8316,40.6748,38.4505,40.9938,46.39136667
LEPRE1,7.74264,6.91102,8.56079,5.53211,8.16123,7.2211,7.354815
EBLN2,1.44895,1.80035,1.67365,1.44919,1.51646,1.50948,1.566346667
PRMT1,133.549,129.546,137.008,129.527,117.893,119.967,127.915
BCL6,7.39267,9.54361,7.23747,6.67945,7.15151,6.01952,7.337371667
SRF,16.3345,15.2969,15.9772,16.8506,15.9722,15.161,15.93206667
TWF2,10.3613,9.59309,11.7871,8.77304,8.97101,9.59765,9.847198333
SDCBP,64.1351,70.9605,69.2205,60.3613,58.5601,62.6939,64.3219
GLCE,12.3956,12.3829,12.1658,10.4981,10.9513,11.8896,11.71388333
KDM1B,7.53877,7.1851,7.17056,7.32657,7.38712,6.56097,7.194848333
SZT2,3.84631,3.41463,3.67578,3.1276,3.06706,3.18398,3.385893333
NEIL1,1.53226,2.00172,1.04061,1.49188,1.66208,1.04666,1.462535
B3GNT6,0,0,0,0.0405176,0,0.0373334,0.012975167
HSPE1-MOB4,8.76906,13.8023,6.15,10.0683,9.75778,6.44647,9.165651667
MR1,16.9229,15.4922,17.0018,15.091,12.9055,14.2734,15.28113333
NUPL1,14.0676,13.6508,13.385,15.2966,14.8574,15.3217,14.42985
MRPS10,15.8598,16.5217,16.5114,18.6727,18.1896,19.7397,17.58248333
C14orf183,0.0298614,0.031657,0.0391193,0.0905726,0.0337964,0.0741828,0.049864917
C9orf156,15.0312,16.406,15.4805,13.2299,14.1959,12.5325,14.47933333
KRTCAP3,18.1029,19.3821,19.9081,22.4368,20.661,18.3928,19.81395
MB21D2,10.0487,10.7683,10.3601,9.42599,7.75981,9.41755,9.630075
KIFC2,22.2744,19.1344,20.3413,20.3005,20.1302,17.4623,19.94051667
ZNF580,9.38795,8.31609,9.0573,9.52363,10.5207,7.61356,9.069871667
IAPP,0.339983,0.119234,0,0.111123,0.0148191,0.0162639,0.100237167
KLHDC1,0.608845,0.806029,0.597559,0.665863,0.976736,0.596349,0.7085635
GOLGA8O,1.05044,0.878959,1.09286,0.759516,0.892399,1.13614,0.968385667
C5orf55,7.6854,6.84288,6.49496,6.44632,6.30915,5.57113,6.558306667
DOCK6,24.6646,23.9256,24.9989,24.235,27.3224,23.3629,24.75156667
IFT80,12.006,13.3642,13.3694,13.866,14.6976,13.6444,13.49126667
PLK2,50.5918,51.5849,53.137,46.0038,43.5874,46.2124,48.51955
THBS1,27.5243,28.6247,29.2665,51.7895,47.9735,50.494,39.27875
GALK2,7.95401,9.23551,7.94294,8.09891,9.421,8.94242,8.599131667
C10orf128,0,0,0,0,0,0,0
ZMYND12,0.593991,0.576957,0.346729,0.30019,0.449166,0.454481,0.453585667
C12orf75,7.75636,10.5301,9.23026,10.3201,9.80098,10.3782,9.669333333
FAM78A,3.08775,3.09666,3.33059,2.2526,2.10607,1.9704,2.640678333
AP2B1,27.0349,28.8688,27.8923,25.4509,25.833,26.2758,26.89261667
CLN8,7.5618,7.84156,8.05408,6.76424,6.23655,6.75883,7.202843333
AP000783.1,0,0,0,0,0,0,0
LIMS3,1.94165,2.09723,1.62375,2.48305,2.30276,1.95264,2.066846667
U2SURP,45.4725,48.1298,41.2823,52.7109,50.205,53.0242,48.47078333
VEGFB,7.33126,8.42246,8.10169,8.41532,9.46108,8.2139,8.324285
HHLA3,6.77984,6.04656,7.87734,6.37394,5.4203,6.11001,6.434665
ZNF618,5.54953,5.48027,5.37591,5.48198,5.58583,4.74887,5.370398333
CDKL5,2.67777,2.88373,2.69345,1.70007,1.96712,1.9044,2.304423333
POLA1,6.33692,6.46156,6.16375,6.5028,6.49667,6.61957,6.430211667
TUBE1,2.52453,2.55068,2.2669,2.92385,2.7633,3.09159,2.686808333
AGBL3,1.67811,1.40513,1.20603,1.34713,1.67018,1.03866,1.390873333
CHRNB2,0.048624,0.0257738,0.0318493,0.0368703,0.0550314,0.0301983,0.03805785
RPS19BP1,24.0165,22.2189,24.9111,26.6323,26.5684,23.0263,24.56225
ERBB3,102.091,92.8754,100.744,75.9062,80.5637,74.9144,87.84911667
GGTLC3,0.0459105,0.0456291,0.0338297,0.0435159,0.0909325,0.0570222,0.05280665
GPC2,1.15411,0.962069,1.2147,1.24662,1.00476,0.894427,1.079447667
ENDOU,0.0107897,0.123073,0.0304388,0.0469837,0,0,0.0352142
MKKS,19.4195,22.7197,19.5486,26.3932,26.3378,26.9198,23.55643333
MKRN3,3.66152,3.38639,3.22514,3.94727,3.96423,3.81337,3.66632
KDM1A,50.4213,50.6019,53.2401,52.7172,54.5282,60.2756,53.63071667
AKAP9,42.4921,42.6515,40.832,33.665,34.6258,35.7744,38.34013333
CLIP1,33.4356,33.2648,31.5034,26.2532,25.3987,27.1829,29.50643333
BLZF1,15.0318,16.5356,15.3683,16.7506,15.7157,15.3823,15.79738333
ACTR2,98.6729,101.862,98.3773,99.8793,97.8987,107.086,100.6293667
CATSPERB,2.13969,1.71021,2.26305,1.74289,1.42788,1.53976,1.803913333
TFAP2C,50.7331,53.3517,53.4155,60.3021,64.0228,63.0052,57.47173333
KCNK5,1.73832,1.78804,1.97672,3.7306,3.37894,3.78061,2.732205
ZIK1,0,0.0743457,0.0391364,0.00588235,0,0,0.019894075
TIMM22,5.14426,5.16055,4.9789,5.70559,5.014,5.08321,5.181085
CISH,4.40126,4.42296,4.56617,8.65344,9.20613,8.7845,6.67241
ZNF7,22.1315,21.0117,19.7333,20.8648,22.905,20.6883,21.22243333
TSPAN4,13.141,12.9051,13.408,13.9935,12.6979,12.3699,13.0859
CHMP4B,48.6729,48.1022,49.6594,47.7194,48.6474,47.5603,48.3936
CYR61,4.31597,3.99188,4.2261,5.05374,4.0249,4.73185,4.39074
EVX1,0.0963528,0.0681355,0.0479795,0.0831948,0.0546713,0.0341165,0.064075067
FBXO16,4.7746,3.28908,4.27612,3.23563,2.86973,4.63562,3.846796667
CD3D,0,0,0,0,0.120702,0,0.020117
FBXW9,8.61243,8.10721,8.14807,7.79988,8.80492,8.01159,8.24735
XPO5,19.2361,19.139,18.7536,23.1,22.5483,21.6839,20.74348333
SPANXN3,0,0,0,0,0,0,0
NFXL1,5.46467,5.6478,5.60546,7.42489,6.71175,7.15075,6.33422
GIP,0.0450554,0,0,0,0,0.111928,0.0261639
RPL41,1511.96,1539.96,1589.2,1487.68,1622.39,1428.79,1529.996667
ODF2L,9.15841,9.69146,8.41257,8.0827,6.55195,9.94373,8.640136667
STK16,25.1634,23.03,24.3868,20.3743,20.6679,21.1901,22.46875
IL33,0.0209249,0.0221831,0,0.0423128,0.010664,0,0.016014133
MAGEA10,0,0,0,0,0.00536066,0.00147082,0.00113858
IL17REL,1.90553,1.59681,1.78884,0.855246,1.20157,0.951582,1.383263
YWHAQ,109.281,111.567,109.478,120.527,119.027,121.501,115.2301667
ERCC2,9.2566,7.43119,8.52116,9.70763,9.37646,7.87826,8.695216667
ARHGAP25,0,0.0140849,0,0.0259359,0,0,0.006670133
EML2,22.4984,16.0037,11.428,15.0481,14.9202,14.7999,15.78305
COPE,87.7912,84.5955,87.677,75.669,71.1626,73.2459,80.02353333
PDYN,0.0101215,0,0,0,0,0,0.001686917
GRM1,0.0258468,0.0227394,0.0253943,0.0195984,0.00731153,0.0160427,0.019488855
XPNPEP1,18.0743,18.5848,15.667,15.7035,17.4448,16.2802,16.9591
TGIF2,13.1877,9.24772,9.59044,14.3688,15.7914,13.2702,12.57604333
AC004381.6,7.39031,7.45423,7.27191,8.47965,8.84378,8.20019,7.940011667
BAZ1A,27.1122,28.1125,27.585,31.8215,30.5032,33.4522,29.76443333
AMBP,0.018691,0.0594447,0.160847,0.31074,0.114698,0.116083,0.13008395
GMPS,42.4879,44.536,41.6118,51.7133,49.7211,52.0245,47.01576667
MYO18A,7.15423,6.63755,7.72399,6.11558,6.03557,6.52185,6.698128333
SLC4A11,2.25339,2.31796,2.4621,2.16212,1.86713,1.87826,2.156826667
SNX25,2.22065,2.31441,2.01475,2.82918,2.44534,2.57193,2.399376667
GPI,121.342,116.529,123.56,120.338,112.696,112.362,117.8045
KLHL30,0.0131824,0.00698414,0.0172691,0.0133278,0.0223824,0.0245648,0.016285107
ZSWIM2,0,0.012905,0,0,0,0,0.002150833
BRINP3,0.0981432,0.121065,0.0385669,0.0496081,0.0111059,0.0731363,0.0652709
PCSK9,0,0,0,0.00676012,0,0,0.001126687
NDUFA7,44.8179,42.5764,44.3014,41.7227,37.8123,35.2812,41.08531667
ATP5F1,139.507,144.659,141.756,143.44,144.345,143.935,142.9403333
TMEM86A,1.25908,1.02621,1.22377,0.814427,0.773788,0.807187,0.984077
SDR16C5,1.06204,1.12319,0.957031,1.29037,0.922024,0.888063,1.040453
AC073063.1,0,0,0,0,0,0,0
UPK3A,12.4232,13.0091,17.856,9.83249,10.9097,11.1994,12.538315
PSMD1,41.2256,41.3362,36.8608,40.2032,40.3066,41.7874,40.28663333
CDH11,0.136428,0.139826,0.0292523,0.0638758,0.0883552,0.0260391,0.0806294
ZNF473,4.99122,6.24613,5.50223,5.82782,6.31524,5.02955,5.652031667
EDNRA,0.483242,0.510746,0.407089,0.743843,0.626571,0.388504,0.526665833
OR4F4,0,0,0,0,0,0,0
NPFFR1,0,0.00279015,0,0,0.00297871,0,0.000961477
HAUS7,12.159,12.5546,12.8822,13.4259,13.1334,13.9076,13.01045
ADSS,26.5441,27.1905,25.6422,28.2427,28.9524,32.1294,28.11688333
RHOC,143.103,136.313,139.066,132.304,122.098,109.159,130.3405
DUOX1,0.00529415,0,0,0,0.00599179,0,0.00188099
ASPH,33.3325,32.8656,32.077,35.4067,33.4177,35.8621,33.82693333
DENND1B,5.12915,6.60968,5.48907,4.77871,6.01187,6.44996,5.74474
CDK3,9.96596,7.30259,9.70693,7.60416,6.3409,6.36515,7.880948333
GPATCH11,4.34489,3.76002,3.51308,4.43857,3.89029,4.365,4.051975
RAET1L,1.32642,1.28018,1.05499,1.66507,1.21259,1.50668,1.340988333
VIM,0.373971,0.263476,0.600528,1.29894,0.1417,0.29156,0.495029167
RAP1B,71.7148,77.1732,74.5796,78.1772,75.9235,76.5113,75.67993333
FAM162B,0,0,0,0,0,0,0
HBA2,0.345722,0.446813,0.905812,0.757348,0.913041,0.605378,0.662352333
GTF2H2,14.8786,16.0345,15.2575,20.2592,20.4756,20.8592,17.96076667
AC003002.6,0.0304724,1.78E-22,0.183838,0.000905575,3.85E-06,0.205045,0.070044138
LRRC69,1.03483,1.43428,1.02016,1.1307,1.31999,0.75271,1.115445
SHC1,47.427,45.4426,41.123,41.1365,41.7195,36.8509,42.28325
TNC,0.0048391,0,0.0253972,0.141543,0.016468,0,0.03137455
ZNF763,0.185915,0.334488,0.141997,0.187577,0.312424,0.278617,0.240169667
RAD9B,0.2342,0.590781,0.274495,0.331448,0.190637,0.33931,0.326811833
ITGAL,0.170115,0.125147,0.0775996,0.11118,0.17429,0.211139,0.144911767
KLK13,0,0,0.175392,0.135376,0,0.332639,0.1072345
RGL2,32.2454,29.9781,32.7117,26.4155,24.5584,27.0673,28.8294
ZNF391,1.17277,1.38563,1.45438,1.30317,1.59281,1.39787,1.384438333
LAMP3,0.716214,0.934464,0.853609,0.512345,0.51982,0.70725,0.707283667
DPPA5,0,0.0515085,0,0.049123,0,0,0.016771917
GGT2,0.054336,0.035826,0.0396333,0.0411336,0.0211271,0.0289839,0.036839983
TMEM126B,29.9977,32.026,33.0127,39.2099,42.9076,39.4677,36.1036
SIGIRR,27.6499,22.8959,29.1129,26.2842,22.7609,20.7377,24.90691667
OCSTAMP,0.0249826,0,0,0,0,0,0.004163767
DYRK1A,13.6209,12.9278,14.2624,14.1095,13.6907,12.916,13.58788333
SPHK1,4.50298,3.86111,4.93063,5.3332,4.2775,4.75625,4.610278333
TANGO6,2.25909,2.3791,2.67917,2.92797,3.02421,2.50938,2.62982
TRIM74,0.641749,0.570693,0.960033,0.676909,0.516902,0.528012,0.649049667
RBPJ,14.0375,14.9455,15.078,14.2944,15.1538,14.105,14.60236667
CCL1,0,0,0,0,0,0,0
GPR78,0.169653,0.196204,0.22225,0.0467794,0.0698214,0.0191572,0.120644167
SCN4A,0.00301847,0.0095999,0,0.00305177,0.00341623,0,0.003181062
PSMG3,49.0217,47.4039,46.3163,48.547,45.5552,45.1913,47.0059
NUP107,32.4564,32.7605,31.9017,34.8643,35.6311,36.1844,33.9664
CCNA1,0.0280443,0.0446,0.0183647,0.0141732,0.0317398,0,0.022820333
CELA3A,0,0,0,0,0,0,0
SHBG,0.265513,0.375429,0.59208,0.423173,0.19466,0.206027,0.342813667
TMEM120B,13.9295,12.0697,13.6888,15.0289,17.1095,14.9252,14.4586
RBM28,21.5207,22.0652,20.9375,24.6959,24.7195,23.4107,22.89158333
RDH5,1.18878,0.720179,1.03403,0.775014,1.11205,0.907114,0.9561945
FBLN7,0.247342,0.355453,0.318053,0.318728,0.269812,0.20184,0.285204667
C21orf59,27.4558,31.3446,28.0003,31.0415,31.9032,31.9411,30.28108333
CD109,2.66501,2.82348,2.65176,2.10479,2.18092,2.556,2.496993333
LCLAT1,6.08886,6.24262,6.35629,6.83142,7.65761,6.06733,6.540688333
TRIB1,12.674,12.7101,12.1738,13.5434,11.8923,13.4147,12.73471667
FAM63A,20.3915,17.8984,18.6093,16.8965,19.99,17.2781,18.51063333
ACY3,0,0,0,0,0,0,0
ITM2B,86.9685,86.3399,85.6762,78.2741,84.33,93.8552,85.90731667
SLCO1A2,0.377241,0.407812,0.159437,0.298177,0.413853,0.436509,0.348838167
PTCRA,0,0,0,0,0,0.0516038,0.008600633
SOCS4,9.11514,9.04513,8.02462,10.2133,8.92002,11.1796,9.416301667
SBNO2,13.3462,12.9126,15.0748,13.4153,12.8154,13.5287,13.5155
MEA1,39.3929,41.3205,37.742,42.877,37.9037,36.8837,39.3533
DIRAS2,0.159189,0.116387,0.107867,0.177595,0.223655,0.190913,0.162601
NFATC4,4.51283,5.07363,3.79363,2.75672,3.13107,3.03389,3.716961667
RASSF6,0,0.0210567,0,0.00917201,0,0,0.005038118
ZRSR1,1.04573,1.27108,1.01564,1.13929,1.35698,1.33251,1.193538333
CNIH3,0.136571,0.165466,0.153353,0.167665,0.165608,0.0969353,0.147599717
RPS7,993.119,1006.4,974.01,986.868,986.904,971.689,986.4983333
TMA7,102.031,114.473,104.752,112.817,121.28,106.215,110.2613333
PPAPDC1A,0,0,0,0,0,0,0
LBR,20.8934,23.2664,24.7547,24.3624,23.7633,23.9511,23.49855
RP11-480I12.4,0.66436,0.888219,1.03042,0.724237,0.802317,0.572589,0.780357
ABCD3,11.3084,12.2003,11.2357,12.3862,12.065,13.7506,12.1577
S100A14,264.969,255.561,261.544,263.145,268.63,251.184,260.8388333
INIP,21.0352,20.7859,19.6855,18.5241,20.0576,19.8837,19.99533333
PUS1,27.8193,27.733,30.7081,39.9858,38.8599,34.9889,33.34916667
TCTN2,4.59644,4.40115,5.07018,4.15914,4.23078,4.51129,4.49483
GABARAPL3,0.0279003,0.0147889,0.018275,0,0,0.0173277,0.01304865
USE1,9.44672,8.27152,7.94179,8.99709,8.87841,7.73369,8.54487
RNLS,4.62406,4.01376,3.89524,4.02471,3.6288,4.06475,4.041886667
PGK2,0.299386,0.383054,0.466587,0.208751,0.426468,0.275698,0.343324
ARHGEF1,20.7322,20.4188,21.9213,20.638,20.6634,18.6882,20.51031667
OGFRL1,2.59637,2.61904,2.48046,2.62142,2.67394,3.45501,2.74104
KPRP,0,0,0,0,0,0,0
FUT1,2.46396,2.20439,2.33274,2.34532,2.24154,2.39943,2.33123
COL8A1,0,0,0,0.102444,0,0,0.017074
PSRC1,24.3644,24.9121,24.4428,20.7355,20.3717,19.7475,22.429
MELK,14.203,15.258,15.2663,16.1933,13.5355,16.2134,15.11158333
SLC5A6,80.2551,81.7413,87.4236,78.1387,70.7029,70.4874,78.12483333
CREB3L4,37.4662,35.1397,37.4252,34.8105,35.8325,34.9404,35.93575
SSU72,56.5168,56.8573,56.1942,56.2701,53.4443,55.0376,55.72005
NACA,687.062,717.354,657.386,740.978,818.682,733.374,725.806
ANKRD36,3.55433,3.25626,3.18185,3.547,3.56682,3.57882,3.447513333
GRM7,0,0,0.0118702,0.00591297,0,0,0.002963862
CLASP2,10.7694,9.94739,11.354,9.02879,10.8047,11.3353,10.53993
DNMT1,21.2799,20.3346,21.3964,21.2023,21.1886,20.4548,20.9761
C6orf106,18.8492,19.028,18.9616,19.1964,17.1131,18.1205,18.5448
C14orf182,0.20353,0.205961,0.145434,0.233836,0.21988,0.287282,0.215987167
TAS2R50,0.0289201,0,0.0378861,0,0,0.0718442,0.0231084
CCT4,115.322,123.349,120.312,132.944,130.976,137.248,126.6918333
PKP2,4.81901,4.80129,4.73247,4.53313,4.25953,4.98784,4.688878333
SH2B2,3.12892,3.46197,3.69932,4.57,3.66555,3.5207,3.67441
KCTD17,4.54222,4.46852,4.66636,5.10581,4.57458,3.86643,4.53732
ANAPC2,23.4448,21.7465,24.4319,20.0605,19.5662,19.7,21.49165
PPP1R12B,3.99076,3.8258,3.42675,3.73265,3.89205,2.81339,3.613566667
GRIA2,0.00708283,0.0433588,0.0106007,0.103662,0.147513,0,0.052036222
PSMD8,78.0409,80.7336,79.6761,80.6293,77.9919,67.2952,77.3945
FBXO21,24.0619,24.3036,23.9275,21.2895,21.5143,23.6186,23.11923333
SPATA6,0.550277,0.757653,0.769396,0.475361,0.499476,0.389396,0.573593167
CNR2,0.0222966,0.00963218,0.00594974,0.0045918,0.0154261,0.0112857,0.011530353
NABP2,20.1471,22.7287,21.4932,22.2626,23.6685,20.6823,21.8304
CCND1,62.5708,64.9474,66.8812,127.765,125.075,130.402,96.27356667
KRTAP9-4,0,0,0,0,0,0,0
AAK1,2.04714,2.05367,2.09681,1.69776,1.6882,1.78355,1.894521667
SULT1C2,0,0,0.0814156,0,0.0259802,0,0.0178993
AL929472.1,0,0,0,0,0,0,0
DYNLRB1,81.8396,82.2187,89.0868,73.5373,78.4553,71.6763,79.469
ELOVL3,0.847213,0.793719,0.645274,0.81672,0.64667,0.440513,0.6983515
CCDC34,6.28814,5.99924,5.63892,6.55264,6.7882,6.71353,6.330111667
AC002451.1,0,0.00739788,0,0,0,0,0.00123298
FBXO15,1.9943,2.04277,2.3839,1.45252,2.64161,2.93825,2.242225
ZFAND1,35.6266,38.2257,36.7669,38.1252,40.3256,43.1521,38.70368333
ATP1A4,0.0337753,0.00669418,0,0.00638415,0,0,0.007808938
FAIM,18.9826,21.2998,18.391,19.8999,19.273,19.0793,19.4876
TMEM9,74.5679,67.9673,70.2765,62.8992,57.636,58.2113,65.2597
RNF14,27.1902,28.9668,30.0353,28.886,27.5124,24.4763,27.8445
CPN1,0,0,0,0,0.015674,0,0.002612333
APOLD1,1.24858,1.23843,1.40137,1.28591,1.15485,1.35226,1.280233333
SCD5,3.17784,3.17229,3.15504,3.34989,3.25098,3.27822,3.23071
HOXB8,0.127635,0.0300904,0.0558891,0.0777952,0.107128,0.0531502,0.075281317
ACIN1,66.4646,64.4946,66.6282,67.7166,67.681,61.4342,65.73653333
SURF1,49.7501,49.0919,48.6261,48.6371,47.9713,42.3758,47.74205
KIF5A,0.0760226,0.0586374,0.0905581,0.0978083,0.0548186,0.0343756,0.068703433
TGM2,0.228209,0.330559,0.279624,0.866432,0.541194,0.682519,0.4880895
BOD1L2,0,0,0,0,0,0.00939543,0.001565905
MEIS2,5.29816,4.35959,4.40196,4.1045,4.17924,3.74344,4.347815
AARS,77.8954,75.7659,76.7855,82.3987,77.7063,72.091,77.10713333
MACROD1,10.157,8.42907,10.5665,9.06096,10.2731,9.01975,9.584396667
HLA-DRB5,4.20344,3.20938,3.02436,3.28094,2.85934,2.50237,3.179971667
UBC,774.219,738.523,738.491,680.062,666.856,659.018,709.5281667
SLC25A4,2.7144,2.69956,2.64034,2.69505,2.5938,2.97455,2.719616667
SLC39A3,11.7559,12.1642,13.3217,11.544,11.8209,12.47,12.17945
KPNA4,29.5268,32.1933,26.2204,30.2029,32.4891,31.3977,30.33836667
ZNF729,0.059595,0.0834729,0.0339187,0.0427158,0.0289981,0.0190251,0.044620933
NBPF3,5.92685,6.15458,5.83092,6.2158,5.7431,6.16725,6.006416667
GNAS,938.059,914.653,943.978,865.498,846.215,822.412,888.4691667
RAD51,16.3369,17.6755,14.6992,20.9518,18.0973,17.3213,17.51366667
OR51F1,0,0,0,0,0,0,0
ZNF816,6.90656,6.56501,6.18724,6.02657,5.39019,5.80813,6.147283333
TNRC18,25.5672,28.292,26.7998,20.1209,25.9441,19.7748,24.41646667
AMELY,0,0,0,0,0,0,0
ASIC4,0.343924,0.32391,0.522467,0.290186,0.241011,0.303531,0.337504833
SAE1,65.8743,61.1038,61.665,60.3832,68.5542,64.3376,63.65301667
CLINT1,53.3185,52.9502,56.2492,45.6768,50.8278,47.0999,51.0204
SLC10A2,0,0,0,0,0,0,0
CDHR1,0,0.0195836,0.0120999,0,0.00599428,0,0.00627963
SIGLEC11,0,0,0,0,0.0087513,0,0.00145855
TICRR,4.72494,4.87587,4.58605,5.85175,4.96336,5.18003,5.030333333
